date,totalCapital,unrializedPnL,rializedPnL,stocksOwned,stocksPriceToday,stocksPriceBoughtAt,putOwned,putOwnedSoldAt,putPriceToday,putOwnedContract,putOwnedStrike,callOwned,callOwnedSoldAt,callPriceToday,callOwnedContract,callOwnedStrike,trackType
2018-11-01,0.0,0.0,0.0,0,273.51,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,bidTooLow
2018-11-02,0.0,0.0,0.0,0,271.89,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,bidTooLow
2018-11-05,0.0,-3.0,0.0,0,273.39,0.0,1,0.12,0.15,SPY181107P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-11-06,0.0,5.0,0.0,0,275.12,0.0,1,0.12,0.07,SPY181107P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-11-07,12.0,0.0,12.0,0,281.01,0.0,1,0.12,0.0,SPY181107P00262000,262.0,0,0.0,0.0,,0.0,expirationDay
2018-11-08,12.0,0.0,0.0,0,280.5,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,bidTooLow
2018-11-09,12.0,0.0,0.0,0,277.76,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,bidTooLow
2018-11-12,12.0,-3.0,0.0,0,272.57,0.0,1,0.16,0.19,SPY181114P00263000,263.0,0,0.0,0.0,,0.0,normalDay
2018-11-13,12.0,12.0,0.0,0,272.06,0.0,1,0.16,0.04,SPY181114P00263000,263.0,0,0.0,0.0,,0.0,normalDay
2018-11-14,28.0,0.0,16.0,0,270.2,0.0,1,0.16,0.0,SPY181114P00263000,263.0,0,0.0,0.0,,0.0,expirationDay
2018-11-15,28.0,-3.0,0.0,0,273.02,0.0,1,0.02,0.05,SPY181116P00263000,263.0,0,0.0,0.0,,0.0,normalDay
2018-11-16,30.0,0.0,2.0,0,273.73,0.0,1,0.02,0.0,SPY181116P00263000,263.0,0,0.0,0.0,,0.0,expirationDay
2018-11-19,30.0,-4.0,0.0,0,269.1,0.0,1,0.27,0.31,SPY181121P00263000,263.0,0,0.0,0.0,,0.0,normalDay
2018-11-20,30.0,-85.0,0.0,0,264.12,0.0,1,0.27,1.12,SPY181121P00263000,263.0,0,0.0,0.0,,0.0,normalDay
2018-11-21,57.0,0.0,27.0,0,265.02,0.0,1,0.27,0.0,SPY181121P00263000,263.0,0,0.0,0.0,,0.0,expirationDay
2018-11-23,57.0,-5.0,0.0,0,263.25,0.0,1,0.66,0.71,SPY181126P00260500,260.5,0,0.0,0.0,,0.0,normalDay
2018-11-26,123.0,0.0,66.0,0,267.5,0.0,1,0.66,0.0,SPY181126P00260500,260.5,0,0.0,0.0,,0.0,expirationDay
2018-11-27,123.0,-3.0,0.0,0,268.4,0.0,1,0.36,0.39,SPY181130P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-11-28,123.0,31.0,0.0,0,274.58,0.0,1,0.36,0.05,SPY181130P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-11-29,123.0,34.0,0.0,0,273.98,0.0,1,0.36,0.02,SPY181130P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-11-30,159.0,0.0,36.0,0,275.65,0.0,1,0.36,0.0,SPY181130P00262000,262.0,0,0.0,0.0,,0.0,expirationDay
2018-12-03,159.0,0.0,0.0,0,279.3,0.0,0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,bidTooLow
2018-12-04,159.0,-6.0,0.0,0,270.25,0.0,1,0.45,0.51,SPY181207P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-12-06,159.0,35.0,0.0,0,269.84,0.0,1,0.45,0.1,SPY181207P00262000,262.0,0,0.0,0.0,,0.0,normalDay
2018-12-07,204.0,0.0,45.0,0,263.57,0.0,1,0.45,0.0,SPY181207P00262000,262.0,0,0.0,0.0,,0.0,expirationDay
2018-12-10,204.0,-5.0,0.0,0,264.07,0.0,1,0.92,0.97,SPY181212P00261000,261.0,0,0.0,0.0,,0.0,normalDay
2018-12-11,204.0,35.0,0.0,0,264.13,0.0,1,0.92,0.57,SPY181212P00261000,261.0,0,0.0,0.0,,0.0,normalDay
2018-12-12,296.0,0.0,92.0,0,265.46,0.0,1,0.92,0.0,SPY181212P00261000,261.0,0,0.0,0.0,,0.0,expirationDay
2018-12-13,296.0,-3.0,0.0,0,265.37,0.0,1,0.1,0.13,SPY181214P00259500,259.5,0,0.0,0.0,,0.0,normalDay
2018-12-14,306.0,0.0,10.0,0,260.47,0.0,1,0.1,0.0,SPY181214P00259500,259.5,0,0.0,0.0,,0.0,expirationDay
2018-12-17,306.0,-10.0,0.0,0,255.36,0.0,1,2.57,2.67,SPY181219P00256000,256.0,0,0.0,0.0,,0.0,normalDay
2018-12-18,306.0,-47.0,0.0,0,255.08,0.0,1,2.57,3.04,SPY181219P00256000,256.0,0,0.0,0.0,,0.0,normalDay
2018-12-19,563.0,-474.0,257.0,100,251.26,256.0,1,2.57,0.0,SPY181219P00256000,256.0,0,0.0,0.0,,0.0,expirationDay
2018-12-20,563.0,-893.0,0.0,100,247.17,256.0,0,0.0,0.0,,0.0,1,1.09,1.19,SPY190628C00295000,295.0,normalDay
2018-12-21,563.0,-1494.0,0.0,100,240.7,256.0,0,0.0,0.0,,0.0,1,1.09,0.73,SPY190628C00295000,295.0,normalDay
2018-12-24,563.0,-2110.0,0.0,100,234.34,256.0,0,0.0,0.0,,0.0,1,1.09,0.53,SPY190628C00295000,295.0,normalDay
2018-12-26,563.0,-972.0,0.0,100,246.18,256.0,0,0.0,0.0,,0.0,1,1.09,0.99,SPY190628C00295000,295.0,normalDay
2018-12-27,563.0,-809.0,0.0,100,248.07,256.0,0,0.0,0.0,,0.0,1,1.09,1.25,SPY190628C00295000,295.0,normalDay
2018-12-28,563.0,-826.0,0.0,100,247.75,256.0,0,0.0,0.0,,0.0,1,1.09,1.1,SPY190628C00295000,295.0,normalDay
2018-12-31,563.0,-604.0,0.0,100,249.92,256.0,0,0.0,0.0,,0.0,1,1.09,1.05,SPY190628C00295000,295.0,normalDay
2019-01-02,563.0,-561.0,0.0,100,250.18,256.0,0,0.0,0.0,,0.0,1,1.09,0.88,SPY190628C00295000,295.0,normalDay
2019-01-03,563.0,-1123.0,0.0,100,244.21,256.0,0,0.0,0.0,,0.0,1,1.09,0.53,SPY190628C00295000,295.0,normalDay
2019-01-04,563.0,-339.0,0.0,100,252.39,256.0,0,0.0,0.0,,0.0,1,1.09,0.87,SPY190628C00295000,295.0,normalDay
2019-01-07,563.0,-144.0,0.0,100,254.38,256.0,0,0.0,0.0,,0.0,1,1.09,0.91,SPY190628C00295000,295.0,normalDay
2019-01-08,563.0,85.0,0.0,100,256.77,256.0,0,0.0,0.0,,0.0,1,1.09,1.01,SPY190628C00295000,295.0,normalDay
2019-01-09,563.0,209.0,0.0,100,257.97,256.0,0,0.0,0.0,,0.0,1,1.09,0.97,SPY190628C00295000,295.0,normalDay
2019-01-10,563.0,294.0,0.0,100,258.88,256.0,0,0.0,0.0,,0.0,1,1.09,1.03,SPY190628C00295000,295.0,normalDay
2019-01-11,563.0,324.0,0.0,100,258.98,256.0,0,0.0,0.0,,0.0,1,1.09,0.83,SPY190628C00295000,295.0,normalDay
2019-01-14,563.0,185.0,0.0,100,257.4,256.0,0,0.0,0.0,,0.0,1,1.09,0.64,SPY190628C00295000,295.0,normalDay
2019-01-15,563.0,477.0,0.0,100,260.35,256.0,0,0.0,0.0,,0.0,1,1.09,0.67,SPY190628C00295000,295.0,normalDay
2019-01-16,563.0,535.0,0.0,100,260.98,256.0,0,0.0,0.0,,0.0,1,1.09,0.72,SPY190628C00295000,295.0,normalDay
2019-01-17,563.0,717.0,0.0,100,262.96,256.0,0,0.0,0.0,,0.0,1,1.09,0.88,SPY190628C00295000,295.0,normalDay
